,"subject,melody,note,onset,duration,ioi,pitch,probe,response,time,known,liked,interval,rt,musical,training,playing"
710,"28,hymn_119_b,17,16000000,1000000,1000000,66,1,5,17687323,No,2,-1,1687.323,TRUE,16,16"
711,"28,hymn_124a_b,9,8000000,1000000,1000000,72,1,7,9570135,No,3,5,1570.135,TRUE,16,16"
712,"28,hymn_127_b,46,45000000,1000000,1000000,61,1,5,50294482,No,3,-1,5294.482,TRUE,16,16"
713,"28,hymn_161_b,13,12000000,1000000,1000000,65,1,6,13757782,No,2,-3,1757.782,TRUE,16,16"
714,"28,hymn_163_b,9,8000000,1000000,1000000,74,1,5,9875376,No,2,8,1875.376,TRUE,16,16"
715,"28,hymn_190_b,41,40000000,1000000,1000000,72,1,3,42547812,No,2,5,2547.812,TRUE,16,16"
716,"28,hymn_213_b,21,20000000,1000000,1000000,68,1,5,23057117,No,2,-4,3057.117,TRUE,16,16"
717,"28,hymn_233_b,18,17000000,1000000,1000000,75,1,3,18545632,No,3,7,1545.632,TRUE,16,16"
718,"28,hymn_267_b,53,52000000,1000000,1000000,68,1,3,54368401,No,2,-7,2368.401,TRUE,16,16"
719,"28,hymn_273_b,9,8000000,1000000,1000000,64,1,NA,NA,No,3,-7,NA,TRUE,16,16"
720,"28,hymn_291_b,14,13000000,1000000,1000000,71,1,5,17194821,No,2,-1,4194.821,TRUE,16,16"
721,"28,hymn_295_b,11,10000000,1000000,1000000,71,1,4,12008631,No,2,-5,2008.631,TRUE,16,16"
722,"28,hymn_311_b,21,20000000,1000000,1000000,74,1,3,22474828,No,2,3,2474.828,TRUE,16,16"
723,"28,hymn_388b_b,9,8000000,1000000,1000000,72,1,6,10857109,No,3,5,2857.109,TRUE,16,16"
724,"28,hymn_444_b,10,9000000,1000000,1000000,74,1,5,11189576,No,2,5,2189.576,TRUE,16,16"
725,"28,hymn_526_b,35,34000000,1000000,1000000,77,1,2,37086660,No,3,5,3086.66,TRUE,16,16"
726,"28,hymn_542_b,12,11000000,1000000,1000000,72,1,6,13763464,No,2,-4,2763.464,TRUE,16,16"
727,"28,hymn_565_b,9,8000000,1000000,1000000,74,1,3,9631597,No,3,12,1631.597,TRUE,16,16"
728,"29,hymn_007_b,26,25000000,1000000,1000000,71,1,7,26412819,No,4,5,1412.819,FALSE,0,0"
729,"29,hymn_022_b,22,21000000,1000000,1000000,75,1,2,22305549,No,3,6,1305.549,FALSE,0,0"
730,"29,hymn_025_b,9,8000000,1000000,1000000,75,1,2,9925154,No,4,12,1925.154,FALSE,0,0"
731,"29,hymn_039_b,21,20000000,1000000,1000000,64,1,5,21230335,No,5,-5,1230.335,FALSE,0,0"
732,"29,hymn_047_b,10,9000000,1000000,1000000,71,1,6,10061601,No,5,2,1061.601,FALSE,0,0"
733,"29,hymn_054_b,22,21000000,1000000,1000000,76,1,1,22716680,No,1,7,1716.68,FALSE,0,0"
734,"29,hymn_073_b,9,8000000,1000000,1000000,75,1,1,10489118,No,4,8,2489.118,FALSE,0,0"
735,"29,hymn_081_b,58,57000000,1000000,1000000,74,1,3,59204029,No,2,5,2204.029,FALSE,0,0"
736,"29,hymn_119_b,17,16000000,1000000,1000000,66,1,7,17526330,No,5,-1,1526.33,FALSE,0,0"
737,"29,hymn_124a_b,9,8000000,1000000,1000000,72,1,3,10390761,No,5,5,2390.761,FALSE,0,0"
738,"29,hymn_127_b,46,45000000,1000000,1000000,61,1,1,47048679,No,2,-1,2048.679,FALSE,0,0"
739,"29,hymn_161_b,13,12000000,1000000,1000000,65,1,6,12896246,No,4,-3,896.246,FALSE,0,0"
740,"29,hymn_163_b,9,8000000,1000000,1000000,74,1,3,10386077,No,4,8,2386.077,FALSE,0,0"
741,"29,hymn_190_b,41,40000000,1000000,1000000,72,1,2,41698430,No,2,5,1698.43,FALSE,0,0"
742,"29,hymn_213_b,21,20000000,1000000,1000000,68,1,7,21688946,No,5,-4,1688.946,FALSE,0,0"
743,"29,hymn_233_b,18,17000000,1000000,1000000,75,1,3,18827753,No,4,7,1827.753,FALSE,0,0"
744,"29,hymn_267_b,53,52000000,1000000,1000000,68,1,1,54096784,No,2,-7,2096.784,FALSE,0,0"
745,"29,hymn_273_b,9,8000000,1000000,1000000,64,1,6,9484554,No,4,-7,1484.554,FALSE,0,0"
746,"29,hymn_291_b,14,13000000,1000000,1000000,71,1,5,14135493,No,4,-1,1135.493,FALSE,0,0"
747,"29,hymn_295_b,11,10000000,1000000,1000000,71,1,3,10987634,No,4,-5,987.634,FALSE,0,0"
748,"29,hymn_311_b,21,20000000,1000000,1000000,74,1,2,23601807,No,4,3,3601.807,FALSE,0,0"
749,"29,hymn_388b_b,9,8000000,1000000,1000000,72,1,4,10081527,No,4,5,2081.527,FALSE,0,0"
750,"29,hymn_444_b,10,9000000,1000000,1000000,74,1,2,10846523,No,3,5,1846.523,FALSE,0,0"
751,"29,hymn_526_b,35,34000000,1000000,1000000,77,1,1,35288465,No,3,5,1288.465,FALSE,0,0"
752,"29,hymn_542_b,12,11000000,1000000,1000000,72,1,5,12635107,No,5,-4,1635.107,FALSE,0,0"
753,"29,hymn_565_b,9,8000000,1000000,1000000,74,1,5,11691419,No,1,12,3691.419,FALSE,0,0"
754,"30,hymn_007_b,26,25000000,1000000,1000000,71,1,3,27962379,No,3,5,2962.379,FALSE,0,0"
755,"30,hymn_022_b,22,21000000,1000000,1000000,75,1,6,25145530,No,4,6,4145.53,FALSE,0,0"
756,"30,hymn_025_b,9,8000000,1000000,1000000,75,1,6,13138683,No,4,12,5138.683,FALSE,0,0"
757,"30,hymn_039_b,21,20000000,1000000,1000000,64,1,6,22841518,No,4,-5,2841.518,FALSE,0,0"
758,"30,hymn_047_b,10,9000000,1000000,1000000,71,1,5,13696517,No,4,2,4696.517,FALSE,0,0"
759,"30,hymn_054_b,22,21000000,1000000,1000000,76,1,6,24373375,No,4,7,3373.375,FALSE,0,0"
760,"30,hymn_073_b,9,8000000,1000000,1000000,75,1,6,15313249,No,4,8,7313.249,FALSE,0,0"
761,"30,hymn_081_b,58,57000000,1000000,1000000,74,1,6,62068309,No,3,5,5068.309,FALSE,0,0"
762,"30,hymn_119_b,17,16000000,1000000,1000000,66,1,6,18885605,No,4,-1,2885.605,FALSE,0,0"
763,"30,hymn_124a_b,9,8000000,1000000,1000000,72,1,5,12463657,No,4,5,4463.657,FALSE,0,0"
764,"30,hymn_127_b,46,45000000,1000000,1000000,61,1,7,46381599,No,4,-1,1381.599,FALSE,0,0"
765,"30,hymn_161_b,13,12000000,1000000,1000000,65,1,3,14400499,No,3,-3,2400.499,FALSE,0,0"
766,"30,hymn_163_b,9,8000000,1000000,1000000,74,1,6,11979834,No,4,8,3979.834,FALSE,0,0"
767,"30,hymn_190_b,41,40000000,1000000,1000000,72,1,5,45410657,No,4,5,5410.657,FALSE,0,0"
768,"30,hymn_213_b,21,20000000,1000000,1000000,68,1,6,21132229,No,4,-4,1132.229,FALSE,0,0"
769,"30,hymn_233_b,18,17000000,1000000,1000000,75,1,6,21549411,No,3,7,4549.411,FALSE,0,0"
770,"30,hymn_267_b,53,52000000,1000000,1000000,68,1,3,55103322,No,3,-7,3103.322,FALSE,0,0"
771,"30,hymn_273_b,9,8000000,1000000,1000000,64,1,6,10610166,No,4,-7,2610.166,FALSE,0,0"
772,"30,hymn_291_b,14,13000000,1000000,1000000,71,1,6,16658601,No,4,-1,3658.601,FALSE,0,0"
773,"30,hymn_295_b,11,10000000,1000000,1000000,71,1,6,17544955,No,4,-5,7544.955,FALSE,0,0"
774,"30,hymn_311_b,21,20000000,1000000,1000000,74,1,3,22225354,Yes,4,3,2225.354,FALSE,0,0"
775,"30,hymn_388b_b,9,8000000,1000000,1000000,72,1,6,12482454,No,5,5,4482.454,FALSE,0,0"
776,"30,hymn_444_b,10,9000000,1000000,1000000,74,1,6,12839735,No,4,5,3839.735,FALSE,0,0"
777,"30,hymn_526_b,35,34000000,1000000,1000000,77,1,5,37694229,No,5,5,3694.229,FALSE,0,0"
778,"30,hymn_542_b,12,11000000,1000000,1000000,72,1,6,13541130,No,4,-4,2541.13,FALSE,0,0"
779,"30,hymn_565_b,9,8000000,1000000,1000000,74,1,6,13578457,No,4,12,5578.457,FALSE,0,0"
780,"31,hymn_007_b,26,25000000,1000000,1000000,71,1,3,27425939,No,2,5,2425.939,TRUE,5,19"
781,"31,hymn_022_b,22,21000000,1000000,1000000,75,1,2,22478116,No,2,6,1478.116,TRUE,5,19"
782,"31,hymn_025_b,9,8000000,1000000,1000000,75,1,1,10148184,No,3,12,2148.184,TRUE,5,19"
783,"31,hymn_039_b,21,20000000,1000000,1000000,64,1,5,24203389,No,3,-5,4203.389,TRUE,5,19"
784,"31,hymn_047_b,10,9000000,1000000,1000000,71,1,4,12046012,No,3,2,3046.012,TRUE,5,19"
785,"31,hymn_054_b,22,21000000,1000000,1000000,76,1,2,23431033,No,3,7,2431.033,TRUE,5,19"
786,"31,hymn_073_b,9,8000000,1000000,1000000,75,1,2,10148793,No,3,8,2148.793,TRUE,5,19"
787,"31,hymn_081_b,58,57000000,1000000,1000000,74,1,3,59503650,No,3,5,2503.65,TRUE,5,19"
788,"31,hymn_119_b,17,16000000,1000000,1000000,66,1,4,17969699,No,3,-1,1969.699,TRUE,5,19"
789,"31,hymn_124a_b,9,8000000,1000000,1000000,72,1,3,10995538,No,3,5,2995.538,TRUE,5,19"
790,"31,hymn_127_b,46,45000000,1000000,1000000,61,1,1,47106471,Yes,4,-1,2106.471,TRUE,5,19"
791,"31,hymn_161_b,13,12000000,1000000,1000000,65,1,4,14195238,No,3,-3,2195.238,TRUE,5,19"
792,"31,hymn_163_b,9,8000000,1000000,1000000,74,1,1,9764222,No,3,8,1764.222,TRUE,5,19"
793,"31,hymn_190_b,41,40000000,1000000,1000000,72,1,2,42269841,No,2,5,2269.841,TRUE,5,19"
794,"31,hymn_213_b,21,20000000,1000000,1000000,68,1,5,22622960,No,3,-4,2622.96,TRUE,5,19"
795,"31,hymn_233_b,18,17000000,1000000,1000000,75,1,2,18801031,No,2,7,1801.031,TRUE,5,19"
796,"31,hymn_267_b,53,52000000,1000000,1000000,68,1,1,54679243,No,3,-7,2679.243,TRUE,5,19"
797,"31,hymn_273_b,9,8000000,1000000,1000000,64,1,2,10345080,No,4,-7,2345.08,TRUE,5,19"
798,"31,hymn_291_b,14,13000000,1000000,1000000,71,1,2,14830933,No,3,-1,1830.933,TRUE,5,19"
799,"31,hymn_295_b,11,10000000,1000000,1000000,71,1,4,11944464,No,4,-5,1944.464,TRUE,5,19"
800,"31,hymn_311_b,21,20000000,1000000,1000000,74,1,2,22632078,No,3,3,2632.078,TRUE,5,19"
801,"31,hymn_388b_b,9,8000000,1000000,1000000,72,1,2,9353694,No,3,5,1353.694,TRUE,5,19"
802,"31,hymn_444_b,10,9000000,1000000,1000000,74,1,5,11052649,No,3,5,2052.649,TRUE,5,19"
803,"31,hymn_526_b,35,34000000,1000000,1000000,77,1,4,35631552,No,3,5,1631.552,TRUE,5,19"
804,"31,hymn_542_b,12,11000000,1000000,1000000,72,1,5,13263711,Yes,4,-4,2263.711,TRUE,5,19"
805,"31,hymn_565_b,9,8000000,1000000,1000000,74,1,3,10099578,No,3,12,2099.578,TRUE,5,19"
806,"32,hymn_007_b,26,25000000,1000000,1000000,71,1,5,30999613,No,2,5,5999.613,TRUE,24,24"
807,"32,hymn_022_b,22,21000000,1000000,1000000,75,1,3,23353033,No,4,6,2353.033,TRUE,24,24"
808,"32,hymn_025_b,9,8000000,1000000,1000000,75,1,6,13797085,No,3,12,5797.085,TRUE,24,24"
809,"32,hymn_039_b,21,20000000,1000000,1000000,64,1,5,22599598,No,3,-5,2599.598,TRUE,24,24"
810,"32,hymn_047_b,10,9000000,1000000,1000000,71,1,3,12921876,No,3,2,3921.876,TRUE,24,24"
811,"32,hymn_054_b,22,21000000,1000000,1000000,76,1,5,23397324,No,4,7,2397.324,TRUE,24,24"
812,"32,hymn_073_b,9,8000000,1000000,1000000,75,1,6,13503812,No,3,8,5503.812,TRUE,24,24"
813,"32,hymn_081_b,58,57000000,1000000,1000000,74,1,4,61895256,No,5,5,4895.256,TRUE,24,24"
814,"32,hymn_119_b,17,16000000,1000000,1000000,66,1,5,18581490,No,2,-1,2581.49,TRUE,24,24"
815,"32,hymn_124a_b,9,8000000,1000000,1000000,72,1,6,14313685,No,3,5,6313.685,TRUE,24,24"
816,"32,hymn_127_b,46,45000000,1000000,1000000,61,1,5,50791375,No,4,-1,5791.375,TRUE,24,24"
817,"32,hymn_161_b,13,12000000,1000000,1000000,65,1,4,15133379,No,2,-3,3133.379,TRUE,24,24"
818,"32,hymn_163_b,9,8000000,1000000,1000000,74,1,NA,NA,No,3,8,NA,TRUE,24,24"
819,"32,hymn_190_b,41,40000000,1000000,1000000,72,1,2,44261530,No,2,5,4261.53,TRUE,24,24"
820,"32,hymn_213_b,21,20000000,1000000,1000000,68,1,5,22213394,No,3,-4,2213.394,TRUE,24,24"
821,"32,hymn_233_b,18,17000000,1000000,1000000,75,1,4,21508530,No,2,7,4508.53,TRUE,24,24"
822,"32,hymn_267_b,53,52000000,1000000,1000000,68,1,3,57103502,No,3,-7,5103.502,TRUE,24,24"
823,"32,hymn_273_b,9,8000000,1000000,1000000,64,1,3,14035004,Yes,3,-7,6035.004,TRUE,24,24"
824,"32,hymn_291_b,14,13000000,1000000,1000000,71,1,5,16042360,No,3,-1,3042.36,TRUE,24,24"
825,"32,hymn_295_b,11,10000000,1000000,1000000,71,1,NA,NA,No,2,-5,NA,TRUE,24,24"
826,"32,hymn_311_b,21,20000000,1000000,1000000,74,1,2,23277658,No,4,3,3277.658,TRUE,24,24"
827,"32,hymn_388b_b,9,8000000,1000000,1000000,72,1,4,11456095,No,2,5,3456.095,TRUE,24,24"
828,"32,hymn_444_b,10,9000000,1000000,1000000,74,1,4,13267747,No,3,5,4267.747,TRUE,24,24"
829,"32,hymn_526_b,35,34000000,1000000,1000000,77,1,7,35402050,No,3,5,1402.05,TRUE,24,24"
830,"32,hymn_542_b,12,11000000,1000000,1000000,72,1,5,13726085,No,3,-4,2726.085,TRUE,24,24"
831,"32,hymn_565_b,9,8000000,1000000,1000000,74,1,2,10631262,No,2,12,2631.262,TRUE,24,24"
832,"33,hymn_007_b,26,25000000,1000000,1000000,71,1,7,26267359,Yes,5,5,1267.359,TRUE,12,60"
833,"33,hymn_022_b,22,21000000,1000000,1000000,75,1,7,21841686,No,2,6,841.686,TRUE,12,60"
834,"33,hymn_025_b,9,8000000,1000000,1000000,75,1,3,9431023,No,4,12,1431.023,TRUE,12,60"
835,"33,hymn_039_b,21,20000000,1000000,1000000,64,1,3,21335103,No,4,-5,1335.103,TRUE,12,60"
836,"33,hymn_047_b,10,9000000,1000000,1000000,71,1,3,10763836,No,4,2,1763.836,TRUE,12,60"
837,"33,hymn_054_b,22,21000000,1000000,1000000,76,1,7,22873121,Yes,5,7,1873.121,TRUE,12,60"
838,"33,hymn_073_b,9,8000000,1000000,1000000,75,1,3,11723294,No,4,8,3723.294,TRUE,12,60"
839,"33,hymn_081_b,58,57000000,1000000,1000000,74,1,3,59343498,No,3,5,2343.498,TRUE,12,60"
840,"33,hymn_119_b,17,16000000,1000000,1000000,66,1,7,17135863,No,4,-1,1135.863,TRUE,12,60"
841,"33,hymn_124a_b,9,8000000,1000000,1000000,72,1,7,10530751,No,3,5,2530.751,TRUE,12,60"
842,"33,hymn_127_b,46,45000000,1000000,1000000,61,1,7,46208973,Yes,5,-1,1208.973,TRUE,12,60"
843,"33,hymn_161_b,13,12000000,1000000,1000000,65,1,NA,NA,Yes,4,-3,NA,TRUE,12,60"
844,"33,hymn_163_b,9,8000000,1000000,1000000,74,1,3,11913138,No,3,8,3913.138,TRUE,12,60"
845,"33,hymn_190_b,41,40000000,1000000,1000000,72,1,7,40880025,Yes,5,5,880.025,TRUE,12,60"
846,"33,hymn_213_b,21,20000000,1000000,1000000,68,1,3,21153383,No,3,-4,1153.383,TRUE,12,60"
847,"33,hymn_233_b,18,17000000,1000000,1000000,75,1,3,18926442,No,4,7,1926.442,TRUE,12,60"
848,"33,hymn_267_b,53,52000000,1000000,1000000,68,1,3,53441072,No,4,-7,1441.072,TRUE,12,60"
849,"33,hymn_273_b,9,8000000,1000000,1000000,64,1,7,9067644,Yes,5,-7,1067.644,TRUE,12,60"
850,"33,hymn_291_b,14,13000000,1000000,1000000,71,1,7,15356291,No,3,-1,2356.291,TRUE,12,60"
851,"33,hymn_295_b,11,10000000,1000000,1000000,71,1,1,11664551,No,2,-5,1664.551,TRUE,12,60"
852,"33,hymn_311_b,21,20000000,1000000,1000000,74,1,6,21288707,Yes,5,3,1288.707,TRUE,12,60"
853,"33,hymn_388b_b,9,8000000,1000000,1000000,72,1,5,9587092,No,4,5,1587.092,TRUE,12,60"
854,"33,hymn_444_b,10,9000000,1000000,1000000,74,1,7,11008821,Yes,5,5,2008.821,TRUE,12,60"
855,"33,hymn_526_b,35,34000000,1000000,1000000,77,1,6,36900761,No,4,5,2900.761,TRUE,12,60"
856,"33,hymn_542_b,12,11000000,1000000,1000000,72,1,3,14205046,Yes,5,-4,3205.046,TRUE,12,60"
857,"33,hymn_565_b,9,8000000,1000000,1000000,74,1,2,8594408,No,4,12,594.408,TRUE,12,60"
858,"34,hymn_007_b,26,25000000,1000000,1000000,71,1,3,27492981,No,2,5,2492.981,TRUE,6,50"
859,"34,hymn_022_b,22,21000000,1000000,1000000,75,1,2,25058439,No,2,6,4058.439,TRUE,6,50"
860,"34,hymn_025_b,9,8000000,1000000,1000000,75,1,2,12520771,No,3,12,4520.771,TRUE,6,50"
861,"34,hymn_039_b,21,20000000,1000000,1000000,64,1,3,25718587,No,3,-5,5718.587,TRUE,6,50"
862,"34,hymn_047_b,10,9000000,1000000,1000000,71,1,3,12705907,No,3,2,3705.907,TRUE,6,50"
863,"34,hymn_054_b,22,21000000,1000000,1000000,76,1,1,22875965,No,1,7,1875.965,TRUE,6,50"
864,"34,hymn_073_b,9,8000000,1000000,1000000,75,1,3,10710954,No,3,8,2710.954,TRUE,6,50"
865,"34,hymn_081_b,58,57000000,1000000,1000000,74,1,2,59728405,No,2,5,2728.405,TRUE,6,50"
866,"34,hymn_119_b,17,16000000,1000000,1000000,66,1,3,23239433,No,3,-1,7239.433,TRUE,6,50"
867,"34,hymn_124a_b,9,8000000,1000000,1000000,72,1,6,11297876,No,4,5,3297.876,TRUE,6,50"
868,"34,hymn_127_b,46,45000000,1000000,1000000,61,1,7,47250366,No,4,-1,2250.366,TRUE,6,50"
869,"34,hymn_161_b,13,12000000,1000000,1000000,65,1,5,16853434,No,4,-3,4853.434,TRUE,6,50"
870,"34,hymn_163_b,9,8000000,1000000,1000000,74,1,2,9873061,No,2,8,1873.061,TRUE,6,50"
871,"34,hymn_190_b,41,40000000,1000000,1000000,72,1,3,41578262,No,4,5,1578.262,TRUE,6,50"
872,"34,hymn_213_b,21,20000000,1000000,1000000,68,1,5,22827634,No,3,-4,2827.634,TRUE,6,50"
873,"34,hymn_233_b,18,17000000,1000000,1000000,75,1,3,19814374,No,2,7,2814.374,TRUE,6,50"
874,"34,hymn_267_b,53,52000000,1000000,1000000,68,1,4,55251309,No,4,-7,3251.309,TRUE,6,50"
875,"34,hymn_273_b,9,8000000,1000000,1000000,64,1,3,11130776,No,4,-7,3130.776,TRUE,6,50"
876,"34,hymn_291_b,14,13000000,1000000,1000000,71,1,7,15098198,No,4,-1,2098.198,TRUE,6,50"
877,"34,hymn_295_b,11,10000000,1000000,1000000,71,1,5,12297217,No,2,-5,2297.217,TRUE,6,50"
878,"34,hymn_311_b,21,20000000,1000000,1000000,74,1,1,23240336,No,3,3,3240.336,TRUE,6,50"
879,"34,hymn_388b_b,9,8000000,1000000,1000000,72,1,6,11192938,No,3,5,3192.938,TRUE,6,50"
880,"34,hymn_444_b,10,9000000,1000000,1000000,74,1,2,12417103,No,2,5,3417.103,TRUE,6,50"
881,"34,hymn_526_b,35,34000000,1000000,1000000,77,1,1,37802942,No,2,5,3802.942,TRUE,6,50"
882,"34,hymn_542_b,12,11000000,1000000,1000000,72,1,4,15137868,No,4,-4,4137.868,TRUE,6,50"
883,"34,hymn_565_b,9,8000000,1000000,1000000,74,1,3,11501742,No,2,12,3501.742,TRUE,6,50"
884,"35,hymn_007_b,26,25000000,1000000,1000000,71,1,2,27787591,No,2,5,2787.591,TRUE,11,11"
885,"35,hymn_022_b,22,21000000,1000000,1000000,75,1,1,22703665,No,3,6,1703.665,TRUE,11,11"
886,"35,hymn_025_b,9,8000000,1000000,1000000,75,1,2,12386384,No,5,12,4386.384,TRUE,11,11"
887,"35,hymn_039_b,21,20000000,1000000,1000000,64,1,5,24533760,No,3,-5,4533.76,TRUE,11,11"
888,"35,hymn_047_b,10,9000000,1000000,1000000,71,1,2,11143338,No,5,2,2143.338,TRUE,11,11"
889,"35,hymn_054_b,22,21000000,1000000,1000000,76,1,1,22850782,No,3,7,1850.782,TRUE,11,11"
890,"35,hymn_073_b,9,8000000,1000000,1000000,75,1,2,10293766,No,5,8,2293.766,TRUE,11,11"
891,"35,hymn_081_b,58,57000000,1000000,1000000,74,1,3,59886522,No,3,5,2886.522,TRUE,11,11"
892,"35,hymn_119_b,17,16000000,1000000,1000000,66,1,2,18091759,No,3,-1,2091.759,TRUE,11,11"
893,"35,hymn_124a_b,9,8000000,1000000,1000000,72,1,4,10145546,No,3,5,2145.546,TRUE,11,11"
894,"35,hymn_127_b,46,45000000,1000000,1000000,61,1,2,48136841,No,4,-1,3136.841,TRUE,11,11"
895,"35,hymn_161_b,13,12000000,1000000,1000000,65,1,7,13759723,No,3,-3,1759.723,TRUE,11,11"
896,"35,hymn_163_b,9,8000000,1000000,1000000,74,1,2,10568754,No,3,8,2568.754,TRUE,11,11"
897,"35,hymn_190_b,41,40000000,1000000,1000000,72,1,2,41551492,No,3,5,1551.492,TRUE,11,11"
898,"35,hymn_213_b,21,20000000,1000000,1000000,68,1,5,22500851,No,4,-4,2500.851,TRUE,11,11"
899,"35,hymn_233_b,18,17000000,1000000,1000000,75,1,2,20035084,No,4,7,3035.084,TRUE,11,11"
900,"35,hymn_267_b,53,52000000,1000000,1000000,68,1,4,56101668,No,3,-7,4101.668,TRUE,11,11"
901,"35,hymn_273_b,9,8000000,1000000,1000000,64,1,2,10613109,No,4,-7,2613.109,TRUE,11,11"
902,"35,hymn_291_b,14,13000000,1000000,1000000,71,1,6,14728777,No,4,-1,1728.777,TRUE,11,11"
903,"35,hymn_295_b,11,10000000,1000000,1000000,71,1,3,12520191,No,2,-5,2520.191,TRUE,11,11"
904,"35,hymn_311_b,21,20000000,1000000,1000000,74,1,2,21846103,No,2,3,1846.103,TRUE,11,11"
905,"35,hymn_388b_b,9,8000000,1000000,1000000,72,1,1,10733831,No,4,5,2733.831,TRUE,11,11"
906,"35,hymn_444_b,10,9000000,1000000,1000000,74,1,6,13716176,No,4,5,4716.176,TRUE,11,11"
907,"35,hymn_526_b,35,34000000,1000000,1000000,77,1,6,36454482,No,4,5,2454.482,TRUE,11,11"
908,"35,hymn_542_b,12,11000000,1000000,1000000,72,1,NA,NA,No,4,-4,NA,TRUE,11,11"
909,"35,hymn_565_b,9,8000000,1000000,1000000,74,1,NA,NA,No,2,12,NA,TRUE,11,11"
910,"36,hymn_007_b,26,25000000,1000000,1000000,71,1,6,28088654,No,3,5,3088.654,TRUE,26,26"
911,"36,hymn_022_b,22,21000000,1000000,1000000,75,1,6,22935888,No,3,6,1935.888,TRUE,26,26"
912,"36,hymn_025_b,9,8000000,1000000,1000000,75,1,6,9419141,No,3,12,1419.141,TRUE,26,26"
913,"36,hymn_039_b,21,20000000,1000000,1000000,64,1,4,23538890,No,3,-5,3538.89,TRUE,26,26"
914,"36,hymn_047_b,10,9000000,1000000,1000000,71,1,7,11065405,Yes,3,2,2065.405,TRUE,26,26"
915,"36,hymn_054_b,22,21000000,1000000,1000000,76,1,7,21537875,Yes,3,7,537.875,TRUE,26,26"
916,"36,hymn_073_b,9,8000000,1000000,1000000,75,1,5,9367879,No,3,8,1367.879,TRUE,26,26"
917,"36,hymn_081_b,58,57000000,1000000,1000000,74,1,6,58543583,No,3,5,1543.583,TRUE,26,26"
918,"36,hymn_119_b,17,16000000,1000000,1000000,66,1,6,20805018,No,3,-1,4805.018,TRUE,26,26"
919,"36,hymn_124a_b,9,8000000,1000000,1000000,72,1,NA,NA,No,3,5,NA,TRUE,26,26"
920,"36,hymn_127_b,46,45000000,1000000,1000000,61,1,7,46773197,No,3,-1,1773.197,TRUE,26,26"
921,"36,hymn_161_b,13,12000000,1000000,1000000,65,1,5,13451892,No,3,-3,1451.892,TRUE,26,26"
922,"36,hymn_163_b,9,8000000,1000000,1000000,74,1,3,10807071,No,3,8,2807.071,TRUE,26,26"
923,"36,hymn_190_b,41,40000000,1000000,1000000,72,1,6,41362406,No,3,5,1362.406,TRUE,26,26"
924,"36,hymn_213_b,21,20000000,1000000,1000000,68,1,5,22862741,No,3,-4,2862.741,TRUE,26,26"
925,"36,hymn_233_b,18,17000000,1000000,1000000,75,1,5,22576291,No,3,7,5576.291,TRUE,26,26"
926,"36,hymn_267_b,53,52000000,1000000,1000000,68,1,6,54609790,No,3,-7,2609.79,TRUE,26,26"
927,"36,hymn_273_b,9,8000000,1000000,1000000,64,1,7,10365260,No,3,-7,2365.26,TRUE,26,26"
928,"36,hymn_291_b,14,13000000,1000000,1000000,71,1,7,15704951,No,3,-1,2704.951,TRUE,26,26"
929,"36,hymn_295_b,11,10000000,1000000,1000000,71,1,7,11120714,No,3,-5,1120.714,TRUE,26,26"
930,"36,hymn_311_b,21,20000000,1000000,1000000,74,1,7,21062146,Yes,3,3,1062.146,TRUE,26,26"
931,"36,hymn_388b_b,9,8000000,1000000,1000000,72,1,6,12928265,No,3,5,4928.265,TRUE,26,26"
932,"36,hymn_444_b,10,9000000,1000000,1000000,74,1,6,11052540,No,3,5,2052.54,TRUE,26,26"
933,"36,hymn_526_b,35,34000000,1000000,1000000,77,1,7,39996710,No,3,5,5996.71,TRUE,26,26"
934,"36,hymn_542_b,12,11000000,1000000,1000000,72,1,6,12865723,No,3,-4,1865.723,TRUE,26,26"
935,"36,hymn_565_b,9,8000000,1000000,1000000,74,1,7,11977108,No,3,12,3977.108,TRUE,26,26"
936,"37,hymn_007_b,26,25000000,1000000,1000000,71,1,2,27856095,No,4,5,2856.095,TRUE,5,8"
937,"37,hymn_022_b,22,21000000,1000000,1000000,75,1,2,22984033,Yes,4,6,1984.033,TRUE,5,8"
938,"37,hymn_025_b,9,8000000,1000000,1000000,75,1,4,10558348,No,4,12,2558.348,TRUE,5,8"
939,"37,hymn_039_b,21,20000000,1000000,1000000,64,1,7,22757789,No,4,-5,2757.789,TRUE,5,8"
940,"37,hymn_047_b,10,9000000,1000000,1000000,71,1,2,11152491,No,4,2,2152.491,TRUE,5,8"
941,"37,hymn_054_b,22,21000000,1000000,1000000,76,1,2,23130667,Yes,4,7,2130.667,TRUE,5,8"
942,"37,hymn_073_b,9,8000000,1000000,1000000,75,1,2,10306238,No,2,8,2306.238,TRUE,5,8"
943,"37,hymn_081_b,58,57000000,1000000,1000000,74,1,2,59259908,No,1,5,2259.908,TRUE,5,8"
944,"37,hymn_119_b,17,16000000,1000000,1000000,66,1,2,18587821,No,4,-1,2587.821,TRUE,5,8"
945,"37,hymn_124a_b,9,8000000,1000000,1000000,72,1,3,11544989,No,5,5,3544.989,TRUE,5,8"
946,"37,hymn_127_b,46,45000000,1000000,1000000,61,1,7,47865826,No,4,-1,2865.826,TRUE,5,8"
947,"37,hymn_161_b,13,12000000,1000000,1000000,65,1,4,14466184,No,2,-3,2466.184,TRUE,5,8"
